id, symbol, open_price, close_price, high_price, low_price, volume, date, SMA_10, SMA_50, RSI, MACD, Signal, buy_signal
853, NVDA, 142.50, 144.17, 144.78, 142.03, 154308941, 2025-06-23 00:00:00, 143.87, 126.09, 64.53, 4.87, 5.513709813708676, False
753, TSLA, 327.54, 348.68, 357.54, 327.48, 190716815, 2025-06-23 00:00:00, 324.39, 305.17, 51.81, 4.03, 4.50091093325274, False
654, MSFT, 482.23, 477.40, 483.46, 476.87, 37576206, 2025-06-20 00:00:00, 475.53, 435.12, 73.41, 11.54, 12.55496326250604, False
754, TSLA, 327.95, 322.16, 332.36, 317.78, 108688008, 2025-06-20 00:00:00, 319.03, 303.65, 41.48, 2.14, 4.6191627266607505, False
854, NVDA, 145.45, 143.85, 146.20, 142.65, 242956157, 2025-06-20 00:00:00, 143.63, 125.49, 67.23, 5.12, 5.674256416730323, False
755, TSLA, 317.31, 322.05, 329.32, 315.45, 95137686, 2025-06-18 00:00:00, 315.29, 301.64, 38.22, 2.40, 5.239385674851434, False
655, MSFT, 478.00, 480.24, 481.00, 474.46, 17526452, 2025-06-18 00:00:00, 474.56, 432.66, 80.59, 12.05, 12.809837978968782, False
855, NVDA, 144.01, 145.48, 145.65, 143.12, 161494121, 2025-06-18 00:00:00, 143.24, 124.54, 61.34, 5.39, 5.813366239525417, False
656, MSFT, 475.40, 478.04, 478.74, 474.08, 15414128, 2025-06-17 00:00:00, 472.92, 430.21, 80.09, 12.24, 13.000198282389707, False
856, NVDA, 144.49, 144.12, 145.22, 143.78, 139108000, 2025-06-17 00:00:00, 142.88, 123.59, 65.14, 5.49, 5.919128219295207, False
756, TSLA, 326.09, 316.35, 327.26, 314.74, 88282669, 2025-06-17 00:00:00, 316.29, 299.86, 36.51, 2.70, 5.950350001511843, False
857, NVDA, 143.35, 144.69, 146.18, 143.20, 183133666, 2025-06-16 00:00:00, 142.59, 122.59, 64.89, 5.68, 6.0254701066194345, False
757, TSLA, 331.29, 329.13, 332.05, 326.41, 83925858, 2025-06-16 00:00:00, 319.08, 298.33, 38.24, 3.63, 6.762877913500445, False
657, MSFT, 475.21, 479.14, 480.69, 475.00, 15626104, 2025-06-16 00:00:00, 471.42, 427.85, 75.21, 12.53, 13.190579866822235, False
758, TSLA, 313.97, 325.31, 332.99, 313.30, 128964279, 2025-06-13 00:00:00, 320.44, 297.09, 45.70, 3.46, 7.546035756720011, False
858, NVDA, 142.48, 141.97, 143.58, 140.86, 180820565, 2025-06-13 00:00:00, 141.86, 121.73, 66.50, 5.79, 6.110749082126737, False
658, MSFT, 476.41, 474.96, 479.18, 472.76, 16814456, 2025-06-13 00:00:00, 469.70, 425.73, 78.87, 12.60, 13.356346029015778, False
659, MSFT, 475.02, 478.87, 480.42, 473.52, 18950582, 2025-06-12 00:00:00, 468.24, 423.87, 77.48, 12.94, 13.54494106986033, False
859, NVDA, 141.97, 145.00, 145.00, 141.85, 162364991, 2025-06-12 00:00:00, 141.18, 121.10, 69.71, 6.11, 6.191710607125952, False
759, TSLA, 323.08, 319.11, 332.56, 316.86, 105127536, 2025-06-12 00:00:00, 322.55, 296.24, 43.09, 3.59, 8.566735890292442, False
660, MSFT, 470.02, 472.62, 475.47, 469.66, 16399176, 2025-06-11 00:00:00, 466.22, 421.94, 75.23, 12.78, 13.696353676514732, False
760, TSLA, 334.40, 326.43, 335.50, 322.50, 122611360, 2025-06-11 00:00:00, 326.48, 295.22, 47.41, 4.33, 9.811260069598971, False
860, NVDA, 144.61, 142.83, 144.99, 141.87, 167694044, 2025-06-11 00:00:00, 140.60, 120.40, 68.55, 6.13, 6.211997050658701, False
861, NVDA, 142.69, 143.96, 144.29, 141.53, 155881897, 2025-06-10 00:00:00, 139.80, 119.71, 65.36, 6.28, 6.233425059327668, False
661, MSFT, 471.19, 470.92, 472.80, 466.96, 15375944, 2025-06-10 00:00:00, 464.69, 419.99, 64.61, 13.04, 13.924561403590532, False
761, TSLA, 314.94, 326.09, 327.83, 310.67, 151256520, 2025-06-10 00:00:00, 329.53, 293.88, 44.68, 4.46, 11.182131448294852, False
762, TSLA, 285.96, 308.58, 309.83, 281.85, 140908876, 2025-06-09 00:00:00, 333.21, 292.63, 38.90, 4.61, 12.861933925505921, False
862, NVDA, 143.19, 142.63, 145.00, 141.94, 185114494, 2025-06-09 00:00:00, 138.95, 119.03, 61.37, 6.27, 6.222234939104955, True
662, MSFT, 469.70, 472.75, 473.43, 468.62, 16469932, 2025-06-09 00:00:00, 463.67, 418.15, 66.33, 13.34, 14.146919803534177, False
663, MSFT, 470.09, 470.38, 473.34, 468.78, 15285624, 2025-06-06 00:00:00, 461.41, 416.51, 68.01, 13.35, 14.348710661389308, False
863, NVDA, 142.51, 141.72, 143.27, 141.51, 153986153, 2025-06-06 00:00:00, 137.82, 118.40, 60.43, 6.29, 6.211370614421243, True
763, TSLA, 298.83, 295.14, 305.50, 291.14, 164747685, 2025-06-06 00:00:00, 336.29, 291.92, 31.13, 6.50, 14.926137107975093, False
764, TSLA, 322.49, 284.70, 324.55, 273.21, 292818655, 2025-06-05 00:00:00, 340.88, 291.46, 29.54, 10.20, 17.032053272846838, False
864, NVDA, 142.17, 139.99, 144.00, 138.83, 232410759, 2025-06-05 00:00:00, 136.93, 117.85, 58.85, 6.33, 6.190706497735954, True
664, MSFT, 464.96, 467.68, 469.65, 464.03, 20154460, 2025-06-05 00:00:00, 459.86, 414.90, 66.85, 13.41, 14.598835050086352, False
765, TSLA, 345.10, 332.05, 345.60, 327.33, 98912075, 2025-06-04 00:00:00, 345.87, 291.53, 42.15, 15.83, 18.740557206246052, False
665, MSFT, 464.00, 463.87, 465.69, 463.02, 14162688, 2025-06-04 00:00:00, 458.35, 413.45, 63.82, 13.56, 14.897003752886127, False
865, NVDA, 142.19, 141.92, 142.39, 139.55, 167120819, 2025-06-04 00:00:00, 136.11, 117.46, 61.87, 6.46, 6.155558695805183, True
766, TSLA, 346.60, 344.27, 355.40, 343.04, 99324544, 2025-06-03 00:00:00, 347.05, 290.45, 55.05, 17.97, 19.468304216903782, False
666, MSFT, 461.47, 462.97, 464.14, 460.86, 15743760, 2025-06-03 00:00:00, 457.78, 412.03, 66.29, 13.95, 15.231246629134139, False
866, NVDA, 138.78, 141.22, 142.00, 137.95, 225578783, 2025-06-03 00:00:00, 135.35, 117.05, 67.41, 6.34, 6.078717763113281, False
867, NVDA, 135.49, 137.38, 138.12, 135.40, 197663116, 2025-06-02 00:00:00, 134.79, 116.58, 70.24, 6.16, 6.013295154153269, False
667, MSFT, 457.14, 461.97, 462.11, 456.89, 16626495, 2025-06-02 00:00:00, 457.37, 410.60, 65.29, 14.33, 15.552278455198861, False
767, TSLA, 343.50, 342.69, 348.02, 333.33, 81873829, 2025-06-02 00:00:00, 346.83, 288.54, 60.56, 19.19, 19.843852231591658, False
668, MSFT, 459.72, 460.36, 461.68, 455.54, 34770475, 2025-05-30 00:00:00, 456.60, 409.10, 71.42, 14.71, 15.857859977124422, False
768, TSLA, 355.52, 346.46, 363.68, 345.29, 123474938, 2025-05-30 00:00:00, 347.56, 286.41, 68.34, 20.63, 20.007921665906142, False
868, NVDA, 138.72, 135.13, 139.62, 132.92, 333170851, 2025-05-30 00:00:00, 134.59, 116.20, 73.32, 6.24, 5.975847917217116, False
769, TSLA, 365.29, 358.43, 367.71, 356.00, 88545666, 2025-05-29 00:00:00, 347.19, 284.20, 77.70, 21.78, 19.852805747869805, False
869, NVDA, 142.25, 139.19, 143.49, 137.91, 370615167, 2025-05-29 00:00:00, 134.56, 115.85, 80.07, 6.47, 5.910287138750613, False
669, MSFT, 461.55, 458.68, 461.72, 455.31, 13982211, 2025-05-29 00:00:00, 455.88, 407.65, 70.77, 15.15, 16.144332708176695, False
870, NVDA, 136.03, 134.81, 137.25, 134.79, 304021146, 2025-05-28 00:00:00, 134.18, 115.37, 77.55, 6.26, 5.76981337655867, False
770, TSLA, 364.84, 356.90, 365.00, 355.91, 91404309, 2025-05-28 00:00:00, 346.12, 281.54, 78.82, 21.72, 19.37013715505828, False
670, MSFT, 461.22, 457.36, 462.52, 456.93, 17086261, 2025-05-28 00:00:00, 455.30, 406.14, 72.71, 15.66, 16.393041821655416, False
671, MSFT, 456.48, 460.69, 460.95, 456.12, 20974293, 2025-05-27 00:00:00, 454.48, 404.77, 77.61, 16.22, 16.576642701998722, False
771, TSLA, 347.35, 362.89, 363.79, 347.32, 120146414, 2025-05-27 00:00:00, 343.84, 279.16, 82.46, 21.48, 18.78212473433738, False
871, NVDA, 134.15, 135.50, 135.66, 133.31, 192953613, 2025-05-27 00:00:00, 133.69, 115.07, 81.34, 6.35, 5.646405476401749, False
672, MSFT, 449.98, 450.18, 453.69, 448.91, 16883509, 2025-05-23 00:00:00, 453.34, 403.33, 66.71, 16.35, 16.66702170701696, False
772, TSLA, 337.92, 339.34, 343.18, 333.21, 84654818, 2025-05-23 00:00:00, 339.38, 276.90, 75.42, 20.26, 18.106711653021552, False
872, NVDA, 130.00, 131.29, 132.68, 129.16, 198821324, 2025-05-23 00:00:00, 132.44, 114.79, 78.08, 6.30, 5.470037001874034, False
673, MSFT, 454.95, 454.86, 460.25, 453.90, 18025612, 2025-05-22 00:00:00, 452.19, 401.90, 75.67, 17.36, 16.7461528130814, False
773, TSLA, 331.90, 341.04, 347.27, 331.39, 97113416, 2025-05-22 00:00:00, 335.28, 274.93, 72.16, 20.79, 17.56911524722782, False
873, NVDA, 132.23, 132.83, 134.25, 131.55, 187343954, 2025-05-22 00:00:00, 130.97, 114.48, 80.30, 6.58, 5.262019176020336, False
674, MSFT, 454.57, 452.57, 457.78, 451.81, 19216906, 2025-05-21 00:00:00, 450.53, 400.47, 79.71, 17.91, 16.59380024860603, False
774, TSLA, 344.43, 334.62, 347.35, 332.20, 102354844, 2025-05-21 00:00:00, 329.65, 273.07, 72.22, 21.01, 16.762749733694463, False
874, NVDA, 133.06, 131.80, 137.40, 130.59, 270608738, 2025-05-21 00:00:00, 129.43, 114.14, 81.44, 6.67, 4.933631510538399, False
775, TSLA, 347.87, 343.82, 354.99, 341.63, 131715548, 2025-05-20 00:00:00, 323.81, 270.99, 77.01, 21.62, 15.70217722393468, False
875, NVDA, 134.29, 134.38, 134.58, 132.62, 161514247, 2025-05-20 00:00:00, 127.95, 113.68, 89.51, 6.80, 4.498999002675419, False
675, MSFT, 455.59, 458.17, 458.34, 454.32, 15441808, 2025-05-20 00:00:00, 448.60, 399.02, 94.76, 18.59, 16.26489059811855, False
776, TSLA, 336.30, 342.09, 343.00, 333.37, 88869853, 2025-05-19 00:00:00, 316.97, 268.56, 70.47, 21.16, 14.222268706406968, False
876, NVDA, 132.39, 135.57, 135.87, 132.39, 193154571, 2025-05-19 00:00:00, 125.87, 113.13, 92.64, 6.61, 3.9229310569822795, False
676, MSFT, 450.88, 458.87, 459.59, 450.80, 21336509, 2025-05-19 00:00:00, 446.12, 397.46, 95.79, 18.62, 15.683851132074722, False
677, MSFT, 452.05, 454.27, 454.36, 448.73, 23849781, 2025-05-16 00:00:00, 443.85, 396.15, 95.69, 18.31, 14.950836545091903, False
877, NVDA, 136.22, 135.40, 136.35, 133.46, 226542451, 2025-05-16 00:00:00, 123.69, 112.67, 92.67, 6.14, 3.2514222509459936, False
777, TSLA, 346.24, 349.98, 351.62, 342.33, 95895665, 2025-05-16 00:00:00, 310.78, 266.97, 76.58, 20.43, 12.488383460584334, False
878, NVDA, 134.30, 134.83, 136.30, 132.66, 226632563, 2025-05-15 00:00:00, 121.60, 112.17, 86.13, 5.48, 2.5283605580742945, False
778, TSLA, 340.34, 342.82, 346.14, 334.72, 97882596, 2025-05-15 00:00:00, 304.51, 265.24, 75.31, 18.41, 10.501986723201462, False
678, MSFT, 450.77, 453.13, 456.19, 450.43, 21992323, 2025-05-15 00:00:00, 441.95, 395.01, 94.65, 18.12, 14.111509602911617, False
879, NVDA, 133.20, 135.34, 135.44, 131.68, 281180830, 2025-05-14 00:00:00, 119.28, 111.82, 89.04, 4.61, 1.7910189091588045, False
679, MSFT, 448.14, 452.94, 453.90, 448.14, 19902796, 2025-05-14 00:00:00, 439.18, 393.96, 94.97, 17.73, 13.110040152994436, False
779, TSLA, 342.50, 347.68, 350.00, 337.00, 136997264, 2025-05-14 00:00:00, 298.28, 263.96, 82.68, 16.29, 8.525103045812546, False
880, NVDA, 124.98, 129.93, 131.22, 124.47, 330430105, 2025-05-13 00:00:00, 116.64, 111.44, 88.51, 3.37, 1.087247761221195, False
780, TSLA, 320.00, 334.07, 337.59, 316.80, 136992574, 2025-05-13 00:00:00, 291.73, 262.45, 82.03, 12.85, 6.5846708825163205, False
680, MSFT, 447.78, 449.14, 450.67, 445.36, 23618819, 2025-05-13 00:00:00, 433.41, 392.68, 95.53, 16.99, 11.955935363737048, False
781, TSLA, 321.99, 318.38, 322.21, 311.50, 112826661, 2025-05-12 00:00:00, 287.52, 261.46, 81.62, 9.65, 5.01939560871024, False
881, NVDA, 121.97, 123.00, 123.00, 120.28, 225023345, 2025-05-12 00:00:00, 114.55, 111.12, 87.40, 2.30, 0.5153922955227476, False
681, MSFT, 445.94, 449.26, 449.37, 439.78, 22821935, 2025-05-12 00:00:00, 427.90, 391.46, 96.04, 16.19, 10.697669466008378, False
782, TSLA, 290.21, 298.26, 307.04, 290.00, 132387835, 2025-05-09 00:00:00, 284.27, 260.95, 80.11, 7.03, 3.861087925609114, False
682, MSFT, 440.00, 438.73, 440.74, 435.88, 15324233, 2025-05-09 00:00:00, 422.09, 390.42, 95.91, 14.92, 9.325204894351439, False
882, NVDA, 117.35, 116.65, 118.23, 115.21, 132972189, 2025-05-09 00:00:00, 113.12, 111.16, 85.43, 1.61, 0.06807475365963395, False
883, NVDA, 118.25, 117.37, 118.68, 115.85, 198428122, 2025-05-08 00:00:00, 112.56, 111.23, 75.03, 1.35, -0.31766202514483627, False
783, TSLA, 279.63, 284.82, 289.80, 279.41, 97539448, 2025-05-08 00:00:00, 282.94, 260.63, 68.42, 5.64, 3.0678257070237422, False
683, MSFT, 437.93, 438.17, 443.67, 435.66, 23491330, 2025-05-08 00:00:00, 417.40, 389.49, 87.12, 14.15, 7.927284636978452, False
884, NVDA, 113.05, 117.06, 117.68, 112.28, 207827821, 2025-05-07 00:00:00, 111.46, 111.50, 68.27, 0.92, -0.7342766931924212, False
784, TSLA, 276.88, 276.22, 277.92, 271.00, 71882408, 2025-05-07 00:00:00, 280.41, 260.75, 65.83, 5.14, 2.4252173666542323, False
684, MSFT, 433.84, 433.35, 438.12, 431.11, 23307241, 2025-05-07 00:00:00, 412.31, 388.73, 82.90, 13.02, 6.37154142944552, False
785, TSLA, 273.11, 275.35, 277.73, 271.35, 76715792, 2025-05-06 00:00:00, 277.86, 261.28, 58.76, 5.31, 1.7457625048400942, False
685, MSFT, 432.20, 433.31, 437.73, 431.17, 15104204, 2025-05-06 00:00:00, 406.42, 388.02, 72.05, 11.89, 4.708687527467349, False
885, NVDA, 111.48, 113.54, 114.74, 110.82, 158525621, 2025-05-06 00:00:00, 110.03, 111.70, 51.74, 0.39, -1.1481393560235198, False
686, MSFT, 432.87, 436.17, 439.50, 432.11, 20136053, 2025-05-05 00:00:00, 399.77, 387.43, 72.57, 10.26, 2.9144967672604154, False
786, TSLA, 284.57, 280.26, 284.85, 274.40, 94618882, 2025-05-05 00:00:00, 274.12, 262.38, 61.82, 5.54, 0.8542577081334192, True
886, NVDA, 112.91, 113.82, 114.67, 112.66, 133163241, 2025-05-05 00:00:00, 108.56, 112.03, 53.91, 0.07, -1.5335583576158767, False
887, NVDA, 114.18, 114.50, 115.40, 113.37, 190194778, 2025-05-02 00:00:00, 106.87, 112.44, 54.54, -0.37, -1.9351367990296917, False
687, MSFT, 431.74, 435.28, 439.44, 429.99, 30757434, 2025-05-02 00:00:00, 392.06, 386.87, 71.91, 7.76, 1.0769279287420537, False
787, TSLA, 284.90, 287.21, 294.78, 279.81, 114454683, 2025-05-02 00:00:00, 268.85, 263.53, 65.70, 5.25, -0.31679812895508985, False
788, TSLA, 280.01, 280.52, 290.87, 279.81, 99658974, 2025-05-01 00:00:00, 264.26, 264.88, 63.45, 4.09, -1.7078338824303807, False
888, NVDA, 113.08, 111.61, 114.94, 111.30, 236121507, 2025-05-01 00:00:00, 105.57, 112.96, 55.07, -0.99, -2.3273596347226433, False
688, MSFT, 431.11, 425.40, 436.99, 424.90, 58938100, 2025-05-01 00:00:00, 385.31, 386.49, 71.16, 4.53, -0.5927629163434045, False
889, NVDA, 104.47, 108.92, 108.92, 104.08, 235044611, 2025-04-30 00:00:00, 104.86, 113.51, 43.84, -1.48, -2.6615797052085526, False
789, TSLA, 279.90, 282.16, 284.45, 270.78, 128961057, 2025-04-30 00:00:00, 260.37, 266.48, 54.06, 3.24, -3.1577393235919358, False
689, MSFT, 390.30, 395.26, 396.66, 384.44, 36461075, 2025-04-30 00:00:00, 379.93, 386.28, 52.87, 1.36, -1.8737036269401677, False
690, MSFT, 391.30, 394.04, 395.10, 390.38, 14973976, 2025-04-29 00:00:00, 378.98, 386.56, 66.76, 0.35, -2.6809243559576754, False
890, NVDA, 107.67, 109.02, 110.20, 107.44, 170444263, 2025-04-29 00:00:00, 105.19, 114.12, 60.29, -1.81, -2.957332811254304, False
790, TSLA, 285.50, 292.03, 293.32, 279.47, 108906553, 2025-04-29 00:00:00, 257.56, 267.92, 71.50, 1.94, -4.756805070964623, False
791, TSLA, 288.98, 285.88, 294.86, 272.42, 151731771, 2025-04-28 00:00:00, 253.59, 269.19, 65.61, -0.76, -6.429846496461514, False
691, MSFT, 391.96, 391.16, 392.74, 386.64, 16579430, 2025-04-28 00:00:00, 378.36, 386.85, 64.08, -0.81, -3.4388468483993053, False
891, NVDA, 109.69, 108.73, 110.37, 106.02, 207708479, 2025-04-28 00:00:00, 105.36, 114.71, 58.82, -2.21, -3.245129108638373, False
692, MSFT, 387.00, 391.85, 392.16, 384.60, 18973165, 2025-04-25 00:00:00, 378.09, 387.24, 63.39, -1.99, -4.095529725321427, False
792, TSLA, 261.69, 284.95, 286.85, 259.63, 167560688, 2025-04-25 00:00:00, 250.24, 270.59, 63.11, -3.57, -7.847046762182142, False
892, NVDA, 106.85, 111.01, 111.92, 105.73, 251064672, 2025-04-25 00:00:00, 105.58, 115.25, 63.06, -2.66, -3.5043689266446494, False
793, TSLA, 250.50, 259.51, 259.54, 249.20, 94464195, 2025-04-24 00:00:00, 246.98, 271.63, 47.79, -7.00, -8.917461324386602, False
693, MSFT, 375.70, 387.30, 388.45, 375.19, 22232289, 2025-04-24 00:00:00, 377.04, 387.58, 55.53, -3.54, -4.621580818134483, False
893, NVDA, 103.48, 106.43, 106.54, 103.11, 220815041, 2025-04-24 00:00:00, 105.23, 115.65, 53.46, -3.43, -3.7155485918054243, False
894, NVDA, 104.52, 102.71, 104.80, 102.02, 247525971, 2025-04-23 00:00:00, 106.02, 116.18, 44.63, -3.90, -3.787094964482506, False
794, TSLA, 254.86, 250.74, 259.45, 244.43, 150381903, 2025-04-23 00:00:00, 248.25, 273.01, 41.24, -8.69, -9.397276920822918, False
694, MSFT, 376.06, 374.39, 380.39, 373.02, 20545526, 2025-04-23 00:00:00, 377.36, 388.07, 46.88, -5.00, -4.892547035721259, False
695, MSFT, 363.38, 366.82, 367.77, 359.86, 19484993, 2025-04-22 00:00:00, 375.37, 388.82, 43.42, -5.47, -4.866498230792033, False
795, TSLA, 230.96, 237.97, 242.79, 229.85, 120858452, 2025-04-22 00:00:00, 245.36, 275.01, 41.73, -9.82, -9.574679449534067, False
895, NVDA, 98.78, 98.89, 99.81, 97.28, 241004784, 2025-04-22 00:00:00, 105.38, 116.79, 41.74, -4.06, -3.7599717914978115, False
896, NVDA, 98.77, 96.91, 99.44, 95.04, 288501136, 2025-04-21 00:00:00, 105.26, 117.41, 41.56, -3.81, -3.6861564904550352, False
796, TSLA, 230.26, 227.50, 232.21, 222.79, 97768007, 2025-04-21 00:00:00, 244.89, 277.48, 41.36, -9.83, -9.512166652049022, False
696, MSFT, 362.82, 359.12, 364.48, 355.67, 20807279, 2025-04-21 00:00:00, 374.48, 389.68, 42.98, -5.23, -4.715163347390809, False
897, NVDA, 104.45, 101.49, 104.47, 100.05, 292517465, 2025-04-17 00:00:00, 105.00, 118.05, 43.68, -3.24, -3.654928653157699, False
797, TSLA, 243.47, 241.37, 244.34, 237.68, 83404775, 2025-04-17 00:00:00, 246.09, 280.41, 43.61, -8.63, -9.431979761557114, False
697, MSFT, 373.75, 367.78, 374.32, 366.89, 21120192, 2025-04-17 00:00:00, 374.55, 390.81, 45.02, -4.06, -4.586984586242069, False
698, MSFT, 380.67, 371.61, 381.61, 368.00, 21967826, 2025-04-16 00:00:00, 375.08, NaN, 42.00, -3.38, -4.719616819609998, False
898, NVDA, 104.55, 104.49, 106.79, 100.45, 397016870, 2025-04-16 00:00:00, 105.03, NaN, 44.53, -2.94, -3.7580631666480206, False
798, TSLA, 247.61, 241.55, 251.97, 233.89, 112378737, 2025-04-16 00:00:00, 248.68, NaN, 41.37, -8.39, -9.631399986798309, False
699, MSFT, 388.51, 385.73, 391.89, 384.16, 17199890, 2025-04-15 00:00:00, 376.13, NaN, 47.98, -2.87, -5.053511842297825, False
899, NVDA, 110.97, 112.20, 113.62, 110.50, 228966900, 2025-04-15 00:00:00, 105.62, NaN, 48.66, -2.81, -3.9636497392327685, False
799, TSLA, 249.91, 254.11, 258.75, 247.54, 79594318, 2025-04-15 00:00:00, 252.80, NaN, 44.77, -7.98, -9.94148543607189, False
900, NVDA, 114.11, 110.71, 114.29, 109.07, 264705049, 2025-04-14 00:00:00, 105.42, NaN, 42.14, -3.39, -4.252801449726158, False
800, TSLA, 258.36, 252.35, 261.80, 245.93, 100135241, 2025-04-14 00:00:00, 254.23, NaN, 40.37, -8.61, -10.432639255155344, False
700, MSFT, 393.22, 387.81, 394.65, 384.21, 19251172, 2025-04-14 00:00:00, 375.78, NaN, 46.60, -3.60, -5.60025806539255, False
701, MSFT, 380.64, 388.45, 390.05, 378.89, 23839220, 2025-04-11 00:00:00, 374.54, NaN, 47.89, -4.70, -6.099829062631441, False
901, NVDA, 108.50, 110.93, 111.55, 107.48, 313417265, 2025-04-11 00:00:00, 105.18, NaN, 41.81, -3.93, -4.469252668057006, False
801, TSLA, 251.84, 252.31, 257.74, 241.36, 128948085, 2025-04-11 00:00:00, 254.92, NaN, 43.33, -9.12, -10.888042873697824, False
802, TSLA, 260.00, 252.40, 262.49, 239.33, 181722604, 2025-04-10 00:00:00, 256.04, NaN, 50.82, -9.62, -11.331057239663334, False
902, NVDA, 109.37, 107.57, 110.86, 99.15, 437812353, 2025-04-10 00:00:00, 105.06, NaN, 42.13, -4.58, -4.605002368176225, False
702, MSFT, 382.06, 381.35, 383.90, 367.80, 38024368, 2025-04-10 00:00:00, 373.57, NaN, 45.25, -6.10, -6.4497709499963465, False
703, MSFT, 353.54, 390.49, 393.23, 353.10, 50199696, 2025-04-09 00:00:00, 374.50, NaN, 51.83, -7.07, -6.537608814437693, False
803, TSLA, 224.69, 272.20, 274.69, 223.88, 219433373, 2025-04-09 00:00:00, 258.11, NaN, 58.25, -10.14, -11.757864070677355, False
903, NVDA, 98.89, 114.33, 115.10, 97.53, 612918336, 2025-04-09 00:00:00, 105.44, NaN, 46.41, -5.01, -4.611294680840769, False
804, TSLA, 245.00, 221.86, 250.44, 217.80, 171603472, 2025-04-08 00:00:00, 258.10, NaN, 45.83, -12.67, -12.162028880478202, False
704, MSFT, 368.26, 354.56, 373.65, 350.25, 35868918, 2025-04-08 00:00:00, 374.44, NaN, 24.30, -9.14, -6.404106169824971, False
904, NVDA, 103.81, 96.30, 105.85, 94.46, 476243392, 2025-04-08 00:00:00, 105.39, NaN, 24.37, -6.16, -4.512790085982228, False
805, TSLA, 223.78, 233.29, 252.00, 214.25, 183453776, 2025-04-07 00:00:00, 264.73, NaN, 52.39, -10.59, -12.03502236896259, False
905, NVDA, 87.46, 97.64, 101.75, 86.62, 611041347, 2025-04-07 00:00:00, 107.83, NaN, 28.90, -5.72, -4.100020971803085, False
705, MSFT, 350.88, 357.86, 371.00, 344.79, 50424998, 2025-04-07 00:00:00, 378.50, NaN, 30.48, -7.99, -5.719749057187019, False
806, TSLA, 255.38, 239.43, 261.00, 236.00, 181229353, 2025-04-04 00:00:00, 269.24, NaN, 50.41, -8.94, -12.396785898966034, False
906, NVDA, 98.91, 94.31, 100.13, 92.11, 532273810, 2025-04-04 00:00:00, 110.20, NaN, 20.62, -5.20, -3.69573520984281, False
706, MSFT, 364.13, 359.84, 374.59, 359.48, 49209854, 2025-04-04 00:00:00, 382.03, NaN, 29.06, -6.74, -5.151635296965171, False
